Cities,Hotel,Review,Sentiment
Yogyakarta,Satoria Hotel Yogyakarta,"Menyenangkan menginap di satoria selama liburan dijogja, recommended hotel.",Positive
Yogyakarta,Yogyakarta Marriott Hotel,Menu breakfast juga sangat variatif.,Positive
Yogyakarta,SigNature Jogja,recommended 😊.,Positive
Yogyakarta,The Victoria Hotel Yogyakarta,Kolam renangnya bagus.,Positive
Yogyakarta,Grand Serela Hotel Yogyakarta,Senang dengan mukenah dan sajadah bersih yang disediakan di kamar.,Positive
Kuala Lumpur,Travelogue Guest House,Hostel yang menurut saya terbaik selama saya backpackeran.,Positive
Yogyakarta,Greenhost Boutique Hotel,"Hotelnya bersih, pelayanan sangat baik, petugas di receptionist maupun satpam untuk valet parking sangat ramah, coba pesen makanan saat malam hari sop iga, banyak dagingnya dan rasanya enak.. lokasi hotel diantara cafe-cafe sehingga terasa di Bali, pas untuk menjauh dari kemacetan di Malioboro.",Positive
Yogyakarta,MMUGM Hotel,"Agak sedikit kesel karena di kasih kamar Twin bed selanjutnya it's oke pelayanan ramah, breakfast mantap bersih",Positive
Yogyakarta,Hotel Tentrem Yogyakarta,The best hotel in Jogja!,Positive
Jakarta Pusat,Zuri Express Hotel Mangga Dua,"Hotelnya nyaman dan bersih, dapat kamar connecting dengan anak-anak, dekat ke dufan, sea world dan lain-lain.",Positive
Yogyakarta,Laxston Hotel Yogyakarta,"Kamar luas, hanya suara antar kamar terdengar.",Positive
Yogyakarta,Satoria Hotel Yogyakarta,"Kamarnya bagus, dan kolam renangnya di rooftop dekat bandara, jadi bisa melihat dengan jelas saat pesawat take off ataupun landing.",Positive
Yogyakarta,Neo+ Awana Yogyakarta,"Pelayanan hangat,kamar bersih,nyaman",Positive
Yogyakarta,The Jayakarta Yogyakarta Hotel & Spa,Staff ramah dan membantu sekali.,Positive
Kuala Lumpur,Pacific Express Hotel Kuala Lumpur,"Luar biasa, bersih, dan tempatnya strategis",Positive
Yogyakarta,Cavinton Hotel Yogyakarta by Tritama Hospitality,Pelayanan memuaskan.,Positive
Yogyakarta,Atrium Premiere Hotel Yogyakarta Ambarukmo,Secara umum semua pelayanan memuaskan,Positive
Yogyakarta,Hotel Tentrem Yogyakarta,"Tempat spanya bagus, ada kids club keren yang bikin anak betah di hotel.",Positive
Kuala Lumpur,Wolo Hotel Bukit Bintang,"Lumayan puas, tetapi sayang 5 hari menginap dan minta kamar di make up, ternyata tisu, shampoo, sabun, dan teh kppi gula hanya diganti 2 kali saja.",Positive
Puncak,Royal Safari Garden Resort  & Convention,"Enak, suasana arena bermain anaknya banyak.",Positive
Yogyakarta,Royal Ambarrukmo Yogyakarta,"The best banget hotelnya, bagus banget pokoknya pelayanan oke, makanan oke semuanya ok",Positive
Puncak,Yasmin Puncak Hotel ,Tapi playground indoor outdoor-nya lumayan fun untuk anak-anak.,Positive
Yogyakarta,D'Salvatore Art & Boutique Hotel,"Tv besar, kasur nyaman, ada stop kontak samping kasur.",Positive
Yogyakarta,Tjokro Style,"Staff hotel ramah, breakfast enak dan banyak macemnya.",Positive
Puncak,Royal Safari Garden Resort  & Convention,Sangat bagus untuk membawa anak-anak.,Positive
Yogyakarta,Grand Dafam Rohan Jogja (DHM Syariah),"Kamar bersih, staff ramah-ramah, pelayanan baik",Positive
Yogyakarta,Top Malioboro Hotel Yogyakarta,Orangnya ramah dan suka menegur.,Positive
Yogyakarta,EDU Hostel,"Cocok untuk backpacker, bersih, fasilitas lengkap dan nyaman.",Positive
Kuala Lumpur,My Hotel @ KL Sentral,Tempat strategis dekat dengan Kuala Lumpur Sentral jadi sangat mudah.,Positive
Yogyakarta,Grand Zuri Malioboro Yogyakarta,mulai petugas...penjemputan dan pelayanan memuaskan.untuk liburan keluarga.,Positive
Yogyakarta,Harper Mangkubumi,"Bagus,bersih,rapi,wangi,ramah,dekat dengan Malioboro dan kuliner.",Positive
Solo,Victoria Guest House,"Menyenangkan, pelayanan juga memuaskan",Positive
Yogyakarta,Zest Hotel Yogyakarta,Untung ada kolam renangnya sehigga dapat menghibur anak-anak dengan berenang atau sekedar bermain air.,Positive
Puncak,The Pinewood Lodge & Organic Farm,"kamar bersih, amenity lengkap, pelayan ramah, lokasinya juga tenang.",Positive
Kuala Lumpur,Izumi Hotel Bukit Bintang,"Mantap, bagus, bersih, enak, nyaman.",Positive
Kuala Lumpur,Hotel Royal Kuala Lumpur,Kamar nya bersih dan nyaman sangat cocok untuk keluarga.,Positive
Yogyakarta,Satoria Hotel Yogyakarta,"Nyaman, dekat dengan ring road dan bandara.",Positive
Badung,Cara Cara Inn,"Yas, cara cara inn semacam hostel dengan fasilitas hotel, tempat penginapan yang unik dengan interior yang sangat jarang kita temukan, nuansa warna warni, furniture yang unik, breakfast nya enak.",Positive
Kuala Lumpur,Easy Hotel Kuala Lumpur Sentral,"Lokasi persis di sebelah escalator mall nu sentral,, sangat strategis dan gampang cari makan karena di sebelah2nya banyak tempat makanan or 7/11",Positive
Yogyakarta,Abadi Hotel Yogyakarta by Tritama Hospitality,"Hotel yang lokasinya strategis, kamar yang nyaman dan staf hotel yang ramah.",Positive
Yogyakarta,YATS Colony,sangat menikmati menginap disini,Positive
Kuala Lumpur,Wolo Hotel Bukit Bintang,"untuk cari makanan sangat mudah sekali, staffnya ramah”, kamarnya juga luas dan yang pastinya bersih kasurnya juga empuk, ac dingin sudah kedua kalinya stay disini next time bakal balik lagi ke hotel ini",Positive
Yogyakarta,Hotel Indies Heritage Prawirotaman,"Bersih, makanan enak, kolam renang cocok untuk dewasa maupun anak.",Positive
Yogyakarta,h Boutique Hotel Jogjakarta,"Pelayanan sangat baik dan memuaskan, hanya saja di kamar ada keramik yang goyang dan saluran air di kamar mandi agak mampet.",Positive
Puncak,Hotel Ariandri Puncak,Staf dan petugas hotel lainnya ramah.,Positive
Kuala Lumpur,Ansa Kuala Lumpur,Lokasi strategis ada di pusat perbelanjaan.,Positive
Yogyakarta,Harper Mangkubumi,"Semua bersih, rapi wangi dan sangat nyaman",Positive
Puncak,Hotel Ariandri Puncak,bagusnya ada balkon untuk bersantai.,Positive
Jakarta Pusat,Zuri Express Hotel Mangga Dua,Fasilitasnya lumayan bagus kebersihan bagus,Positive
Yogyakarta,Jambuluwuk Malioboro Hotel,"Memuaskan untuk menginap 4 hari disini dengan akses yang sangat cepat untuk wisata di sekitar kota Jogjakarta seperti Malioboro, Keraton, stasiun Lempuyangan.",Positive
Yogyakarta,Zest Hotel Yogyakarta,"Untung masih bisa terobati dengan kolam renangnya yang better lah untuk dikelasnya, lokasi strategis, makanan not bad.",Positive
Yogyakarta,de Laxston Hotel Jogja by Quin's,Overall oke.,Positive
Yogyakarta,Cavinton Hotel Yogyakarta by Tritama Hospitality,"Ini adalah pengalaman kedua kali nya saya menginap di cavinton hotel, saya memilih menginap disini karena kamar nya yang nyaman dan pelayanannya yang oke, tempatnya strategis dan juga akses ke tempat wisata nya tidak terlalu jauh.",Positive
Badung,J Hotel Kuta,Sudah lumayan untuk standar hotel bintang 3 yang lokasinya strategis dan akses-akses kemana mana gampang,Positive
Yogyakarta,Midtown Xpress Demangan Jogja Hotel,"Overall bagus, bersih, nyaman, kamar kedap suara, pegawai ramah, AC dingin, mantap deh pokoknya.",Positive
Kuala Lumpur,Hotel 99 Kuala Lumpur,Hotelnya oke.,Positive
Yogyakarta,Hotel Indies Heritage Prawirotaman,"Bagus banget, harga kamar sesuai fasilitas, nyaman dan bersih",Positive
Yogyakarta,Midtown Xpress Demangan Jogja Hotel,"Pelayanan ok , resepsionis ramah dan mau membantu informasi dengan cepat.",Positive
Yogyakarta,Uniq Hotel Yogyakarta,Hehe area luar kamarnya okelah buat yang suka foto”.,Positive
Badung,Cara Cara Inn,Konsep hotel yang menarik bikin betah lama di hotelnya.,Positive
Yogyakarta,GQ (Grand Quality) Hotel Yogyakarta,"Dekat dengan bandara, furniture hotel masih kental dengan nuansa Jogya.",Positive
Yogyakarta,The Alana Yogyakarta Hotel & Convention Center,Menyenangkan tapi untuk ukuran executive club ukuran kamarnya biasa.,Positive
Kuala Lumpur,WP Hotel,"Dengan harga tarif(kalau di rupiahkan 500ribuan) tersebut saya rasa kita sangat untung karena mendapat fasilitas yang sangat, sangat, sangat nyaman.",Positive
Kuala Lumpur,Concorde Hotel Kuala Lumpur,Hotel yang nyaman dan homey layak untuk dicoba menginap lagi,Positive
Yogyakarta,Cordela Hotel Kartika Dewi Jogjakarta,Hotel yang aman dan nyaman serta strategis.,Positive
Yogyakarta,The Alana Yogyakarta Hotel & Convention Center,"Hotel yang menyenangkan, di mana mana wangi aroma terapi, diberi 2 kartu jadi leluasa kalau lagi keluar kamar, kolam renang airnya tidak terlalu dingin..cocok buat keluarga",Positive
Yogyakarta,@HOM Platinum Malioboro by Horison,"Tempatnya bagus, dekat dengan pusat kota, memudahkan saya untuk aktivitas menjamu rekan bisnis (makan, jalan-jalan, belanja, dan lain-lain).",Positive
Puncak,Royal Safari Garden Resort  & Convention,Area + fasilitas hotelnya cocok buat liburan keluarga,Positive
Yogyakarta,Satoria Hotel Yogyakarta,Tapi overall bagus.,Positive
Yogyakarta,MMUGM Hotel,Pelayanannya sudah cukup baik kebersihan selalu terjaga sehingga memberikan kenyamanan bagi pengunjung.,Positive
Kuala Lumpur,Izumi Hotel Bukit Bintang,"Pelayanannya baik, kamar bersih",Positive
Kuala Lumpur,Pacific Regency Hotel Suites Kuala Lumpur,Hotel ini ok recommended untuk liburan keluarga dan bisnis...bersih dan nyaman,Positive
Yogyakarta,Merapi Merbabu Hotels & Resort Yogyakarta,"Semua oke, dekat dengan tempat makan, nongkrong dll hanya saja semua fasilitas belum terpenuhi, mungkin adanya renovasi atau proyek disebelah.",Positive
Yogyakarta,D'Salvatore Art & Boutique Hotel,Selama bermalam di hotel ini saya cukup merasa nyaman.,Positive
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,yang saya suka disini adalah keramahan staff.,Positive
Yogyakarta,KJ Hotel Yogyakarta,"recommended.. fasilitas lengkap, harga terjangkau, makanannya enak-enak",Positive
Yogyakarta,Yogyakarta Marriott Hotel,Sangat nyaman menginap disini.,Positive
Yogyakarta,Hotel Tentrem Yogyakarta,"Sangat puas, kamar luas, makanan bervariasi.",Positive
Kuala Lumpur,Pacific Regency Hotel Suites Kuala Lumpur,"Hotel bagus dan bersih, terima kasih untuk up-grade kamarnya.",Positive
Yogyakarta,SigNature Jogja,petugasnya ramah.,Positive
Yogyakarta,Abadi Hotel Yogyakarta by Tritama Hospitality,Menyenangkan.,Positive
Yogyakarta,ibis Styles Yogyakarta,"Lokasi hotel cukup baik, kamar hotel cukup nyaman dan bersih, di hari pertama, pipa air di kamar mandi pecah di dalam sehingga air merembes ke luar kamar mandi.",Positive
Yogyakarta,Horison Lynn Yogyakarta,"Ini ulasan kedua saya, masih sama, semua fasilitas sangat baik, semoga terus bertahan dan menjadi lebih baik lagi.",Positive
Yogyakarta,Yellow Star Ambarukmo Hotel,Bersih dan nyaman cocok untuk liburan keluarga atau bersama teman-teman,Positive
Medan,Kailani Inn ,Bersih dan pelayanan baik tetapi lokasi cukup jauh dari jalan utama,Positive
Kuala Lumpur,Seri Pacific Hotel Kuala Lumpur,"Tempatnya bersih, hotelnya bagus, harganya bersahabat, petugas ramah.",Positive
Yogyakarta,The Westlake Resort Yogya,"Very nice, cozy, sangat cocok buat liburan keluarga, tempatnya nyaman asri back to nature, kolam renangnya bisa ditambah lagi.",Positive
Jakarta Pusat,Zuri Express Hotel Mangga Dua,"Nyaman untuk istirahat, kamarnya bersih, sesuai yang diharapkan.",Positive
Kuala Lumpur,Hotel 99 Kuala Lumpur,Dekat kemana mana saya sudah 2x menginap di sini cukup memuaskan,Positive
Semarang,Candi Indah Hotel,"Kamar hotel nyaman dan luas, bersih, sarapan enak, pelayanan ramah.",Positive
Kuala Lumpur,Wolo Hotel Bukit Bintang,"Lokasinya sangat strategis, mudah untuk menjangkau pusat perbelanjaan.",Positive
Yogyakarta,Amaris Hotel Sagan,bagus ramah dan keamanan parkiran nya top banget,Positive
Yogyakarta,Whiz Hotel Malioboro Yogyakarta,recommended untuk liburan keluarga.,Positive
Yogyakarta,Yogyakarta Marriott Hotel,Pelayanan bagus.,Positive
Yogyakarta,The Westlake Resort Yogya,Sangat mengesankan.,Positive
Yogyakarta,EDU Hostel,Bersih dan nyaman harganya pun terjangkau.,Positive
Yogyakarta,Grand Zuri Malioboro Yogyakarta,Secara umum nyaman.,Positive
Yogyakarta,Cavinton Hotel Yogyakarta by Tritama Hospitality,"Hotelnya bagus, ukuran kamar besar, ada air hangatnya, dan makanannya lumayan enak - banyak variasinya dan setiap hari ganti, kemarin 3 hari menginap disana, terima kasih Traveloka :-)",Positive
Kuala Lumpur,Travelogue Guest House,"Saya sewa yang sekamar 6 orang, dan menurut saya tempatnya tidak sumpek, bersih dan nyaman 5.",Positive
Yogyakarta,Yellow Star Ambarukmo Hotel,"Hotelnya lumayan bagus, ruangan bersih, ya cukup bagus untuk hotel budget.",Positive
Semarang,ibis Semarang Simpang Lima,"Bagus, bersih, staffnya ramah, sarapannya enak.",Positive
Kuala Lumpur,Hotel Royal Kuala Lumpur,"Sudah ke-2 kali  di hotel ini , daerah Bukit Bintang, nyebrang sudah Sunge Wang ( banyak foodcourt , beli oleh-oleh di Giant) merchandise, depan hotel persis ada supermarket , Sbux tinggal nyebrang , keluar hotel tidak sepi, naik uber juga gampang ( karena Royal bukit bintang ada beberapa kalo, naik Uber kita kasih taunya Royal Bukit bintang yang deket Lot 10 = Lot ten , hotelnya bersih , AC nya adem) , kamar luas , ada setrika , hairdriyer, bantal juga ada tambahan , check in - out cepet , pelayannya ramah , selalu bukain pintu masuk , bawain barang , lift-nya cepet , view hotel Ok. yang pertama bawa family , ambil yang type family ,3 tempat tidur ( kamar luas ) murah, yang ke 2 sama teman-teman dan mereka senang banget, yang 1 menginap breakfast agak bosen, tapi ok. Bakalan ke sini lagi kalau ke Kuala Lumpur.",Positive
Yogyakarta,POP! Hotel Malioboro - Yogyakarta,"Staff ramah, proses check in cepat, kamar oke, cuma yang kurang di daerah kamar mandi.",Positive
Yogyakarta,Sahid Jaya Yogyakarta Hotel & Convention,Staf juga ramah.,Positive
Puncak,Pondok Remaja PGI,Memuaskan.,Positive
Yogyakarta,Lafayette Boutique Hotel,Saya suka interior modern classic.,Positive
Yogyakarta,h Boutique Hotel Jogjakarta,"Pelayanan memuaskan, okelah recommended banget.",Positive
Jakarta Selatan,Ambhara Hotel,Aman dan nyaman untuk jadi tempat penginapan.,Positive
Yogyakarta,EDU Hostel,Keramahan Staffnya kami rasakan mulai kami chek in sampai chek out.,Positive
Yogyakarta,Sofyan Inn Hotel Unisi Yogyakarta ( Syariah Hospitality ),Pelayanan bagus.,Positive
Yogyakarta,Pandanaran Prawirotaman Yogyakarta,semua bagus.,Positive
Yogyakarta,Tara Hotel,Suka dengan suasananya dekat kemana-mana hnya parkir yang curam jalan masuk ke basemantnya.,Positive
Yogyakarta,Neo+ Awana Yogyakarta,"Recommended banget, sumpah liburan yang menyenangkan, next ke Jogja bakal menginap di hotel ini lagi.",Positive
Medan,Kailani Inn ,Lokasinya sangat cocok buat istirahat setelah seharian traveling.,Positive
Yogyakarta,HOTEL JENTRA MALIOBORO,Semua pegawai hotel juga ramah,Positive
Yogyakarta,KJ Hotel Yogyakarta,"Kamar bersih, makanan variatif, kualitas standard.",Positive
Puncak,Yasmin Puncak Hotel ,Hotel yang nyaman dan makanan juga banyak,Positive
Yogyakarta,The Jayakarta Yogyakarta Hotel & Spa,kamar tidur luas dan bersih .,Positive
Yogyakarta,YATS Colony,"Namun, cukup nyaman dan banyak spot foto yang bagus.",Positive
Yogyakarta,YATS Colony,"Karena sudah lama setiap mau booking selalu full, begitu dapat saat kemarin ini langsung semangat sekali buat menginap di Yats dan memang sangat-sangat nyaman + homey.",Positive
Yogyakarta,Whiz Prime Hotel Malioboro Yogyakarta,Pegawainya ramah dan cepat tanggap,Positive
Jakarta Barat,Hotel Santika Premiere Slipi Jakarta,Untuk pelayanan dari mulai check in sampai check out petugasnya ramah dan pelayanan sangat memuaskan.,Positive
Yogyakarta,Puri Artha Hotel Yogyakarta,Kamarnya enak... suasana adem banyak pohon... ramah semua petugasnya... recommended pokoknya...,Positive
Yogyakarta,The Victoria Hotel Yogyakarta,Kamar besar dan bersih.,Positive
Yogyakarta,Hotel Indies Heritage Prawirotaman,Kamarnya juga bersih.,Positive
Jakarta Barat,Hotel Santika Premiere Slipi Jakarta,"Kamar luas,tempat tidur besar, ada sofa panjang untuk kamar deluxe,bantal empuk, sayang no hair dryer, ada beberapa yang harus sudah dignti, pemanas air sudah old dan cangkir dalamnya sudah kecoklatan, sarapan menu cukup variatif, tp terlalu mahal kalau ada tambahan untuk sarapan, perorang 260rb, poolnya nyaman dan cukup besar.",Positive
Yogyakarta,YATS Colony,"Asyik, anak anak saya senang semua.",Positive
Kuala Lumpur,Seri Pacific Hotel Kuala Lumpur,Layanan yang baik dari receptionist.,Positive
Kuala Lumpur,The Zon All Suites Residences On The Park,Akses dekat dengan KLCC dan dekat tempat kuliner.,Positive
Yogyakarta,SigNature Jogja,Recomended.,Positive
Yogyakarta,Yogyakarta Marriott Hotel,"Hotel baru, pelayanan sangat baik, makanan enak, langsung nyambung dengan mall hartono yang mana merupakan salah satu mall terbesar di Jogja.",Positive
Yogyakarta,MMUGM Hotel,Ruangan bersih dan luas.,Positive
Yogyakarta,de Laxston Hotel Jogja by Quin's,"Kalau untuk urusan bisnis, hotel ini sangat layak dipilih.",Positive
Yogyakarta,Merapi Merbabu Hotels & Resort Yogyakarta,"Sangat nyaman, pegawai ramah, view hotel langsung gunung Merapi Merbabu, kamar bersih, fasilitas bagus kamar luas, makanan enak, saya akan kembali lagi.",Positive
Yogyakarta,Hotel Tentrem Yogyakarta,Fasilitas lengkap & kiddies friendly.,Positive
Yogyakarta,Lafayette Boutique Hotel,"Hotelnya bersih banget klasik, playanannya good, nyaman banget pokoknya",Positive
Yogyakarta,Grand Zuri Malioboro Yogyakarta,"Lokasi strategis, makanan enak",Positive
Yogyakarta,Laxston Hotel Yogyakarta,"sarapan, pelayanan ok.",Positive
Yogyakarta,de Laxston Hotel Jogja by Quin's,"Kamar luas, bersih.",Positive
Yogyakarta,Pesonna Malioboro,"Lokasi yang strategis, bersih dan pelayanan yang ramah",Positive
Yogyakarta,The Victoria Hotel Yogyakarta,"Hotelnya bersih, nyaman, bisa nitip koper kalau pagi-pagi datang.",Positive
Yogyakarta,Top Malioboro Hotel Yogyakarta,"Kamar hotel dan layanannya sudah oke, memuaskan.",Positive
Yogyakarta,Abadi Hotel Yogyakarta by Tritama Hospitality,Saya sangat suka menginap di hotel ini.,Positive
Yogyakarta,The Alana Yogyakarta Hotel & Convention Center,Over all oke,Positive
Yogyakarta,Lafayette Boutique Hotel,Hotel mewah dengan pelayanan memuaskan.,Positive
Yogyakarta,Puri Artha Hotel Yogyakarta,"Di luar ekspektasi, ternyata jauh lebih bagus.",Positive
Semarang,ibis Semarang Simpang Lima,Apalagi pada waktu high season cukup menyita waktu apabila harus menunggu petugas valet datang mengambilkan mobil yang diparkir di lain tempat tp sekali lagi overall kami cukup puas menginap di ibis simpang lima,Positive
Yogyakarta,Tjokro Style,Lokasi sekitar banyak tempat makan murah dan khas jogja yang ena-enak.. Ke Malioboro tidak begitu jauh.,Positive
Yogyakarta,Uniq Hotel Yogyakarta,pelayanan secara keseluruhan baik.,Positive
Kuala Lumpur,Easy Hotel Kuala Lumpur Sentral,"Dekat dengan stasiun KL central, monorail dan halte bus",Positive
Jakarta Selatan,Ambhara Hotel,Makan paginya enak-enak.,Positive
Yogyakarta,Best City Hotel,Fasilitas kamar lengkap.,Positive
Yogyakarta,Sofyan Inn Hotel Unisi Yogyakarta ( Syariah Hospitality ),"Bagus, rapi, strategis dan bersih.",Positive
Puncak,The Pinewood Lodge & Organic Farm,"Kamar sebetulnya cukup nyaman dan luas, cuma tangga untuk naiknya sempit  dan kalau hujan teras nya basah semua banyak yang bocor.",Positive
Yogyakarta,Grand Zuri Malioboro Yogyakarta,Kami sangat senang sekali dapat menginap di grand zuri Malioboro yogyakarta pada saat liburan beserta keluarga.,Positive
Yogyakarta,Sagan Hotel,Over all mksh atas kenyamannya..Good luck,Positive
Yogyakarta,EDU Hostel,Best hostel ever... Pelayanan sangat baik dan penginapan nyaman sekali.Walaupun hostel tapi bangunannya seperti hotel bintang 3. recommended untuk tempat menginap di jogja,Positive
Yogyakarta,Atrium Premiere Hotel Yogyakarta Ambarukmo,Fasilitas oke.,Positive
Puncak,Pondok Remaja PGI,"Tempatnya bagus pemandangan juga indah, kolam renangnya bersih cuma malam berisik dan banyak nyamuk.",Positive
Yogyakarta,Atrium Premiere Hotel Yogyakarta Ambarukmo,Bagus dan sesuai dengan harga,Positive
Solo,Cozy Room Syariah near UMS at Griya Larasati ,"Oke, nyaman dan aman, recommended.",Positive
Kuala Lumpur,Hotel Imperial Bukit Bintang,Lokasinya pas kali untuk kuliner dan shopping,Positive
Kuala Lumpur,Wolo Hotel Bukit Bintang,Suka,Positive
Yogyakarta,Grand Orchid Hotel Yogyakarta,"Kamarnya luas, dekat airport, bersih, pokoknya puas.",Positive
Solo,Victoria Guest House,"+ Tempatnya bersih dan rapi + teh, kopi, air putih selalu tersedia + kamar bersih + Ada air hangat - hospitality seadanya, tapi wajar karena ratenya murah",Positive
Yogyakarta,KJ Hotel Yogyakarta,"Hotelnya nyaman, kamar luas dan bersih, pelayanan memuaskan.",Positive
Yogyakarta,Horison Lynn Yogyakarta,"Hotel lumayan strategis, parkir luas dengan basemen, resepsionis sangat membantu, kamar bersih dengan view kolam renang, fasilitas ok, toilet kit lengkap dan bagus, sarapan samgar bervariasi dan dilayani langsung pleh chefnya, dapat prefilage dari GM hotel berupa voucher hiburan, kolam renang bersih cukup besar dengan staff yang ramah, saya pasti menginap disini lagi.",Positive
Yogyakarta,Satoria Hotel Yogyakarta,"Hotelnya sangat bagus, murah, bersih, dan dekat dengan bandara.",Positive
Jakarta Pusat,Zuri Express Hotel Mangga Dua,"Cukup memuaskan hotel cukup bersih dan nyaman, pelayanan baik, ramah dan cepat, lokasi strategis khususnya bagi pelaku-pelaku bisnis dekat dengan pusat-pusat perbelanjaan dan mall-mall, makanan bervariasi dan cukup enak-enak.",Positive
Yogyakarta,Uniq Hotel Yogyakarta,Bersih nyaman enak juga lokasinya.,Positive
Yogyakarta,de Laxston Hotel Jogja by Quin's,"makanan enak, lumayan bervariasi.",Positive
Bandung,Hotel Promenade Bandung,"Bersih, lengkap dan ramah pelayanannya.",Positive
Badung,Cara Cara Inn,Seru banget menginap disini.,Positive
Yogyakarta,Greenhost Boutique Hotel,"Sangat memuaskan, good ambience.",Positive
Yogyakarta,The Westlake Resort Yogya,Tempatnya sejuk.,Positive
Puncak,Royal Safari Garden Resort  & Convention,"Semua yang kami butuhkan tersedia, dari permainan anak sampai yang memacu adrenalin, jadi menginap di Royal Safari membuat liburan kami ketagihan, thank you Royal Safari,  thank you Traveloka.",Positive
Yogyakarta,Atrium Premiere Hotel Yogyakarta Ambarukmo,Recommended kalau akan kembali liburan di jogja,Positive
Yogyakarta,de Laxston Hotel Jogja by Quin's,selebihnya recommended.,Positive
Medan,Kailani Inn ,"Pelayannya baik banget,  tempatnya bagus",Positive
Yogyakarta,Best City Hotel,Harga terjangkau dan fasilitas sangat memuaskan,Positive
Yogyakarta,Horison Lynn Yogyakarta,"Untuk istirahat nyaman, tidak terlalu bising.",Positive
Yogyakarta,Jambuluwuk Malioboro Hotel,Kamar nya luas dan ada karpet nya.,Positive
Yogyakarta,Harper Mangkubumi,"Suasananya nyaman, lingkungannya bersih, dekat dengan pusat jogja, sangat menyenangkan",Positive
Kuala Lumpur,The Zon All Suites Residences On The Park,"Lokasinya dekat dengan Twin Tower, room nya luas, breakfast nya ok",Positive
Kuala Lumpur,Izumi Hotel Bukit Bintang,"Harga dan kualitas sesuai, lokasi strategis.",Positive
Yogyakarta,KJ Hotel Yogyakarta,"Hotel bagus, murah, kita mendapatkan fasilitas sesuai dengan apa yang kita bayar.",Positive
Yogyakarta,Platinum Adisucipto Yogyakarta Hotel & Conference,"Tempatnya nyaman, kamar luas.",Positive
Puncak,Pondok Remaja PGI,Tempat yang bagus untuk menginap sambil rekreasi keluarga..fasilitasnya lengkap ..cuman sarapannya agar lebih bervariasi jangan hanya nasi goreng telor doank.,Positive
Medan,Exclusive Room near close to Kualanamu International Airport (AR2),Desain yang bagus dan fasilitas yang bagus di dalam ruangan.,Positive
Solo,Guest House Puri Dewi,Tempat nyaman bersih dan ramah.,Positive
Yogyakarta,The Victoria Hotel Yogyakarta,Hotelnya nyaman buat liburan keluarga.,Positive
Yogyakarta,Grand Serela Hotel Yogyakarta,Namun selain itu semua bagus.,Positive
Jakarta Barat,Hotel Santika Premiere Slipi Jakarta,Penerimaan dan pelayanan yang diberikan dilakukan sepenuh hati meskipun kami datang sudah cukup larut.,Positive
Kuala Lumpur,Easy Hotel Kuala Lumpur Sentral,Bersih.,Positive
Solo,Cozy Room Syariah near UMS at Griya Larasati ,"Nyaman sih.. ruangan bersih, AC dan tv.",Positive
Yogyakarta,Zest Hotel Yogyakarta,Overall oke sih menginap disini.,Positive
Yogyakarta,YATS Colony,"Bagus sekali kolam renangnya bagus sekali, kamarnya nyaman sekali.",Positive
Yogyakarta,Amaris Hotel Malioboro - Jogja,"Overall good, deket banget dengan Malioboro, all staff ramah, kalau mau keluar malem dan tidak ada keycard bisa dibantu sampai ke kamar karena lift naik needs keycard.",Positive
Yogyakarta,Uniq Hotel Yogyakarta,"So far so good, hanya lahan parkirnya yang harus diperhatikan jika penuh agak susah parkir",Positive
Yogyakarta,Core Hotel Malioboro City Yogyakarta,"Kamarnya bersih, nyaman, makanannya enak, parkir luas.",Positive
Kuala Lumpur,Prescott Hotel Kuala Lumpur – Medan Tuanku,"Memuaskan, breakfast sangat sesuai selera Indonesia.",Positive
Kuala Lumpur,My Hotel @ Bukit Bintang,petugas baik boleh titip koper hingga sore,Positive
Medan,Kailani Inn ,"Sangat nyaman, baik ruang tidur, ruang makannya, bersih.",Positive
Kuala Lumpur,The Zon All Suites Residences On The Park,"Pesan 500rb untuk 2 orang sudah termasuk sarapan (untuk bos saya, saya tidak mencoba makanannya) amat sangat murah dengan lokasi yang sangat strategis.",Positive
Kuala Lumpur,Hotel Capitol Kuala Lumpur,Hotel nyaman dan bersih.,Positive
Puncak,The Pinewood Lodge & Organic Farm,"Tempat yang tenang dan jauh dari keramaian cocok untuk chill and relax, sayang akses jalan yang rusak perlu perhatian.",Positive
Yogyakarta,Grand Zuri Malioboro Yogyakarta,Asik buat nongkrong2.,Positive
Yogyakarta,Airy UGM Sendowo E 106 Yogyakarta,"Menyenangkan, tempatnya bersih, harganya murah.",Positive
Yogyakarta,Grand Ambarrukmo Yogyakarta,"Nyaman serta bersih kamarnya, enak makanannya",Positive
Kuala Lumpur,Travelogue Guest House,Cocok untuk anda para backpacker yang cari affordable hostel.,Positive
Yogyakarta,HOTEL JENTRA MALIOBORO,Hotel nyaman bersih.,Positive
Yogyakarta,Airy UGM Sendowo E 106 Yogyakarta,Cukup puas dengan harga yang dibayar,Positive
Yogyakarta,Summer Quest Hotel Jogja,Bagus sih.,Positive
Yogyakarta,Grand Orchid Hotel Yogyakarta,Secara umum bagus dengan harga terjangkau dan lokasi yang sangat strategis.,Positive
Yogyakarta,Laxston Hotel Yogyakarta,Kamar lumayan bersih dan luas.,Positive
